Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
nvidia,-0.01195,0.017602,-0.16756,0,0,0,0.24039,0.00035768,-3.6191E-09,-2.9294E-07,0.00074648,4.0353E-06,0.0003994,0,0,0,0,0,0,package://modification/meshes/nvidia.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://modification/meshes/nvidia.STL,,NVDIA_Jetson-4,Origin_nvidia,,nvidia,fixed,0.41837,-0.19195,0.036381,-1.5766,0,-1.5708,base_link,0,0,0,,,,,,,,,,,,
"pusher ",-0.0065728,-0.046582,0.025332,0,0,0,0.22566,0.00042306,1.8219E-09,1.615E-10,0.00092302,-3.2094E-05,0.0012554,0,0,0,0,0,0,package://modification/meshes/pusher .STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://modification/meshes/pusher .STL,,pusher-1,"Origin_pusher ","Axis_pusher ","pusher ",fixed,0.12801,-0.17167,0.0055534,3.1358,0,1.5708,base_link,0,0,0,0,0,0,0,,,,,,,,
camera2,0.05972,0.011015,0.0071499,0,0,0,0.043612,4.2948E-06,8.7977E-10,1.0233E-09,2.2106E-05,1.3219E-08,2.3571E-05,0,0,0,0,0,0,package://modification/meshes/camera2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://modification/meshes/camera2.STL,,Webcam_C920-3,Origin_camera2,Axis_camera2,camera2,fixed,0.12829,-0.12117,0.18555,-1.5708,0,-1.5708,base_link,0,0,0,,,,,,,,,,,,
left_rear_wheel_suspension,0.0010613,-0.0049997,0.0068607,0,0,0,0.023946,1.0721E-06,7.7147E-21,1.272E-22,5.9742E-06,3.0104E-22,5.3013E-06,0,0,0,0,0,0,package://modification/meshes/left_rear_wheel_suspension.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://modification/meshes/left_rear_wheel_suspension.STL,,suspension2-4,Origin_left_rear_wheel_suspension_joint2,Axis_left_rear_wheel_suspension_joint,left_rear_wheel_suspension_joint,prismatic,0.43301,-0.25638,-0.023763,1.5708,-0.0058285,0,base_link,0,1,0,1000,1000,0,0.008,,,,,,,,
left_rear_wheel_motor,-2.7958E-05,0.002418,-0.019797,0,0,0,0.041167,1.155E-05,-2.9641E-09,-1.6485E-08,6.938E-06,1.5645E-07,9.579E-06,0,0,0,0,0,0,package://modification/meshes/left_rear_wheel_motor.STL,0.29804,0.29804,0.29804,1,0,0,0,0,0,0,package://modification/meshes/left_rear_wheel_motor.STL,,Dynamixel MX-28-21,Origin_left_rear_wheel_motor_joint2,Axis_left_rear_wheel_motor_joint,left_rear_wheel_motor_joint,fixed,-0.000300000000000022,-0.021785446729879,-0.01,3.14159265358979,0,-1.5707963267949,left_rear_wheel_suspension,0,0,0,3.1,7,,,,,,,,,,
left_rear_wheel,0.0227,2.7331E-06,-0.00046892,0,0,0,0.22822,0.00078921,-2.2024E-20,3.9744E-18,0.00041043,-4.1749E-19,0.00041043,0,0,0,0,0,0,package://modification/meshes/left_rear_wheel.STL,1,1,1,1,0,0,0,0,0,0,package://modification/meshes/left_rear_wheel.STL,,Wheel_3dprintABS-15,Origin_left_rear_wheel_joint3,Axis_left_rear_wheel_joint3,left_rear_wheel_joint,continuous,0,0.0133,-0.0247499999999941,1.56496784847997,1.5707963267949,0,left_rear_wheel_motor,1,0,0,3.1,7,,,,,,,,,,
imu,-0.00046893,-0.0048471,0.010612,0,0,0,0.00051,5.3125E-09,-5.0826E-24,-1.5775E-25,8.5E-09,-1.535E-25,5.3125E-09,0,0,0,0,0,0,package://modification/meshes/imu.STL,1,1,1,1,0,0,0,0,0,0,package://modification/meshes/imu.STL,,imu-1,Origin_imu3,,imu,fixed,0.22185,-0.21263,0.1761,1.5708,-0.0058285,0,base_link,0,0,0,,,,,,,,,,,,
right_rear_wheel_suspension,0.0010613,-0.0049997,0.0068607,0,0,0,0.023946,1.0721E-06,6.9682E-21,1.1317E-21,5.9742E-06,1.9745E-22,5.3013E-06,0,0,0,0,0,0,package://modification/meshes/right_rear_wheel_suspension.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://modification/meshes/right_rear_wheel_suspension.STL,,suspension2-3,Origin_right_rear_wheel_suspension_joint2,Axis_right_rear_wheel_suspension_joint,right_rear_wheel_suspension_joint,prismatic,0.43301,-0.086381,-0.023668,1.5708,-0.0058285,0,base_link,0,1,0,1000,1000,0,0.008,,,,,,,,
right_rear_wheel_motor,-2.7958E-05,0.002418,-0.0060757,0,0,0,0.041167,1.155E-05,-2.9641E-09,-1.6485E-08,6.938E-06,1.5645E-07,9.579E-06,0,0,0,0,0,0,package://modification/meshes/right_rear_wheel_motor.STL,0.29804,0.29804,0.29804,1,0,0,0,0,0,0,package://modification/meshes/right_rear_wheel_motor.STL,,Dynamixel MX-28-20,Origin_right_rear_wheel_motor_joint2,Axis_right_rear_wheel_motor_joint,right_rear_wheel_motor_joint,fixed,-0.000300000000000245,-0.021785446729879,0.01,0,0,1.5707963267949,right_rear_wheel_suspension,0,0,0,3.1,7,,,,,,,,,,
right_rear_wheel,0.0089785,-2.7331E-06,-0.00046892,0,0,0,0.22822,0.00078921,-7.9413E-21,-1.3233E-18,0.00041043,-3.8474E-19,0.00041043,0,0,0,0,0,0,package://modification/meshes/right_rear_wheel.STL,1,1,1,1,0,0,0,0,0,0,package://modification/meshes/right_rear_wheel.STL,,Wheel_3dprintABS-14,Origin_right_rear_wheel_joint3,Axis_right_rear_wheel_joint3,right_rear_wheel_joint,continuous,0,0.0132999999999999,-0.0247500000000009,1.57662480510982,1.5707963267949,0,right_rear_wheel_motor,1,0,0,3.1,7,,,,,,,,,,
lidar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://modification/meshes/lidar.STL,1,1,1,1,0,0,0,0,0,0,package://modification/meshes/lidar.STL,,RPLidar-6,Origin_lidar_joint2,Axis_lidar_joint,lidar_joint,fixed,0.27205409893947,-0.0408261666002637,-0.550658139659127,1.5707963267949,-0.0058284783149254,0,base_link,0,0,0,,,,,,,,,,,,
